50, -1.7272337e-77
75, -1.7272337e-77
100, 6.7593387e-154
125, 3.5450218e-144
150, 2.2039920e-62
175, 1.9689693e-62
200, 4.7666700e-125
225, 1.1315359e-124
250, 1.9608980e-62
275, 6.0163948e-154
300, 2.9068994e-144
325, 5.3772098e-125
350, 2.6892396e-62
375, 4.7643892e-125
400, 2.5840634e-144
425, 4.6511187e-62
450, 2.9149913e-144
475, 3.5556530e-144
500, 1.1345330e-124
525, 6.5440185e-125
550, 1.9599559e-62
575, 2.5946581e-144
600, 6.5441041e-125
625, 6.1291268e-144
650, 2.5840219e-144
675, 1.1306126e-124
700, 2.5946531e-144
725, 3.5556530e-144
750, 1.1345330e-124
775, 1.1345484e-124
800, 6.7870157e-154
825, 2.9031137e-144
850, 1.1315360e-124
875, 3.5450316e-144
900, 4.6671984e-62
925, 2.9068578e-144
950, 1.9608945e-62
975, 5.3552996e-125
1000, 6.5441042e-125
1025, 4.6548540e-62
1050, 5.3772279e-125
1075, 1.1306072e-124
1100, 4.6510557e-62
1125, 6.1290437e-144
1150, 2.5840635e-144
1175, 2.5840219e-144
1200, 2.2030424e-62
1225, 2.6982604e-62
1250, 1.4270485e-153
1275, 2.5865343e-144
1300, 6.7593159e-154
1325, 4.7666701e-125
1350, 4.6510706e-62
1375, 1.1301474e-124
1400, 6.0223184e-154
1425, 2.9068530e-144
1450, 5.3622062e-125
1475, 2.6920883e-62
1500, 2.9043650e-144
1525, 1.1301474e-124
1550, 2.9043967e-144
1575, 6.7622517e-154
1600, 2.5865247e-144
1625, 3.5450633e-144
