# Output of GENECONV for sequence file msa_m0.0010_rc1.0E-7_n100_dual0.05_rep1.fasta
# GENECONV version 1.81a
# Command line:  GENECONV msa_m0.0010_rc1.0E-7_n100_dual0.05_rep1.fasta
#   -inputpath=/shared/homes/13444841/rec-bench/out/santa/n100/
#   msa_m0.0010_rc1.0E-7_n100_dual0.05_rep1.fasta -nolog -Dumptab -Fancy

# msa_m0.0010_rc1.0E-7_n100_dual0.05_rep1.fasta (in default directory): 100 sequences.

"# Options and features: 100 DNA sequences, 1680 aligned bases,"
"#   379 polymorphisms, FASTA format, mismatches in fragments not allowed,"
"#   no groups defined, maxSimPairPval=0.05, maxSimGlobPval=0.05,"
"#   no maxKAPairPval limits, no maxKAGlobPval limits,"
"#   simPvals based on 10,000 permutations,"
"#   global P-values based on BLAST-like global scores,"
"#   fragment limits: minlength=1, minnpolys=2, minscore=2,"
"#   no pairwise fragment lists, starting seed=2089629086,"
"#   contiguous sites with indels are one polymorphism, no indel blocks,"
#   no match (replacement) char in source file.
# Sequence names:  seq_1  seq_2  seq_3  seq_4  seq_5  seq_6  seq_7  seq_8
#   seq_9  seq_10  seq_11  seq_12  seq_13  seq_14  seq_15  seq_16  seq_17
#   seq_18  seq_19  seq_20  seq_21  seq_22  seq_23  seq_24  seq_25  seq_26
#   seq_27  seq_28  seq_29  seq_30  seq_31  seq_32  seq_33  seq_34  seq_35
#   seq_36  seq_37  seq_38  seq_39  seq_40  seq_41  seq_42  seq_43  seq_44
#   seq_45  seq_46  seq_47  seq_48  seq_49  seq_50  seq_51  seq_52  seq_53
#   seq_54  seq_55  seq_56  seq_57  seq_58  seq_59  seq_60  seq_61  seq_62
#   seq_63  seq_64  seq_65  seq_66  seq_67  seq_68  seq_69  seq_70  seq_71
#   seq_72  seq_73  seq_74  seq_75  seq_76  seq_77  seq_78  seq_79  seq_80
#   seq_81  seq_82  seq_83  seq_84  seq_85  seq_86  seq_87  seq_88  seq_89
#   seq_90  seq_91  seq_92  seq_93  seq_94  seq_95  seq_96  seq_97  seq_98
#   seq_99  seq_100
# Paths for reading files: (Default directory)
#   /shared/homes/13444841/rec-bench/out/santa/n100

# No mismatches in fragments (`gscale'=0)
"# Nucleotide codes in data:  T(38,924)  C(50,489)  A(34,069)  G(44,518)"
#   CG/TCAG ratio: 56.55%
# No non-nucleotide characters in data.
# 379 polymorphic and 1301 monomorphic sites with no indels.
# No single polymorphic sites with indels.
# No indel blocks with more than one site.
# 379 polymorphisms to be permuted.
# 
# Comparisons without any fragments (NUCLEOTIDES):
#   seq_21 (outer sequence frags): No sites are unique.
#   seq_30 (outer sequence frags): No sites are unique.
#   seq_44 (outer sequence frags): No sites are unique.
#   seq_46 (outer sequence frags): No sites are unique.
#   seq_60 (outer sequence frags): No sites are unique.
#   seq_62 (outer sequence frags): No sites are unique.
#   seq_91 (outer sequence frags): No sites are unique.
#   seq_95 (outer sequence frags): No sites are unique.
# 
# The starting random number seed is  2089629086.
"# Simulated P-values are based on 10,000 permutations."
# Maximum BLAST-like scores:
# Inner	Global	Sim	S.D.s above	S.D. of	
#   frags	Score	P-value	sim. mean	sims	
# SCORE	 14.820	     0.0000	      8.09	     1.0684	
# OuterSeq
#   frags	  3.748	     0.4253	      0.65	     1.7014	

# Global lists: 351 I and no O significant fragments
# Pairwise lists: No fragments listed
"#  where I means inner pair, O is outer seq, A is outer pair, and"
#  G means outer group (fragments).
# Global P-values are based on BLAST-like global scores.

# Fragment offsets and lengths are in nucleotides.
# Bases other than `TCAGU' are treated as indels
#   for the purpose of generating polymorphisms.
# Bases other than `TCAGURYMWSKBDHVNX' are treated as indels
#   for the purpose of computing unaligned offsets.


"# Global inner fragments (379 polymorphisms, 1680 aligned bases):"
# (Inner fragments are runs of matching sites.)
# (Sim and BC KA P-values are corrected for multiple comparisons.)
# (Fragments are listed only if Sim P-value <= 0.05.)
# See earlier in the file for the full restrictions on fragments.

# NOTE: 3.14e-04 means 3.14 x 10^{-4} or 0.000314.
# BC KA means Bonferroni-corrected KA (BLAST-like) Pvalues.
# KA Pvalues are NOT corrected for multiple pairwise comparisons.
"# In the following table, BC Pvalues are KA Pvalues multiplied by 4950."
# Num Poly  is the number of polymorphic sites in the fragment.
# Num Dif   is the number of mismatches within the fragment.
# Tot Difs  is the total number of mismatches between two sequences.
# MisM Pen  is the penalty per mismatch for these two sequences.

# Frag	Sequence	Sim	BC KA		Aligned Offsets			In Seq1			In Seq2		Num	Num	Total	Mismatch	
#   type	Names	Pvalue	Pvalue	Begin	End	Length	Begin	End	Length	Begin	End	Length	Poly	Dif	Diffs	Penalty	
GI	seq_11;seq_71	0.0000	1.81e-03	690	1680	991	690	1680	991	690	1680	991	158	0	42	None	
GI	seq_71;seq_83	0.0000	2.52e-03	689	1680	992	689	1680	992	689	1680	992	159	0	41	None	
GI	seq_44;seq_71	0.0000	2.83e-03	690	1680	991	690	1680	991	690	1680	991	158	0	41	None	
GI	seq_83;seq_88	0.0000	6.15e-03	689	1644	956	689	1644	956	689	1644	956	155	0	40	None	
GI	seq_11;seq_88	0.0000	6.87e-03	690	1644	955	690	1644	955	690	1644	955	154	0	40	None	
GI	seq_44;seq_88	0.0000	1.05e-02	690	1644	955	690	1644	955	690	1644	955	154	0	39	None	
GI	seq_32;seq_71	0.0000	1.48e-02	689	1680	992	689	1680	992	689	1680	992	159	0	37	None	
GI	seq_54;seq_71	0.0000	1.48e-02	689	1680	992	689	1680	992	689	1680	992	159	0	37	None	
GI	seq_67;seq_71	0.0000	1.64e-02	690	1680	991	690	1680	991	690	1680	991	158	0	37	None	
GI	seq_17;seq_83	0.0000	2.17e-02	684	1680	997	684	1680	997	684	1680	997	164	0	35	None	
GI	seq_58;seq_71	0.0000	2.29e-02	689	1680	992	689	1680	992	689	1680	992	159	0	36	None	
GI	seq_71;seq_84	0.0000	2.29e-02	689	1680	992	689	1680	992	689	1680	992	159	0	36	None	
GI	seq_50;seq_71	0.0000	2.47e-02	689	1643	955	689	1643	955	689	1643	955	154	0	37	None	
GI	seq_32;seq_44	0.0000	2.53e-02	690	1680	991	690	1680	991	690	1680	991	158	0	36	None	
GI	seq_11;seq_43	0.0000	2.57e-02	940	1680	741	940	1680	741	940	1680	741	116	0	49	None	
GI	seq_36;seq_71	0.0000	3.04e-02	689	1514	826	689	1514	826	689	1514	826	134	0	42	None	
GI	seq_4;seq_71	0.0000	3.04e-02	689	1620	932	689	1620	932	689	1620	932	148	0	38	None	
GI	seq_71;seq_76	0.0000	3.40e-02	684	1680	997	684	1680	997	684	1680	997	164	0	34	None	
GI	seq_43;seq_44	0.0000	3.58e-02	940	1680	741	940	1680	741	940	1680	741	116	0	48	None	
GI	seq_21;seq_71	0.0000	3.88e-02	689	1550	862	689	1550	862	689	1550	862	142	0	39	None	
GI	seq_11;seq_32	0.0000	3.89e-02	690	1680	991	690	1680	991	690	1680	991	158	0	35	None	
GI	seq_44;seq_58	0.0000	3.89e-02	690	1680	991	690	1680	991	690	1680	991	158	0	35	None	
GI	seq_25;seq_71	0.0000	4.08e-02	675	1680	1006	675	1680	1006	675	1680	1006	172	0	32	None	
GI	seq_71;seq_88	0.0000	4.72e-02	688	1644	957	688	1644	957	688	1644	957	156	0	35	None	
GI	seq_76;seq_88	0.0000	4.72e-02	688	1644	957	688	1644	957	688	1644	957	156	0	35	None	
GI	seq_14;seq_36	0.0000	4.92e-02	689	1453	765	689	1453	765	689	1453	765	124	0	44	None	
GI	seq_17;seq_58	0.0000	4.95e-02	688	1680	993	688	1680	993	688	1680	993	160	0	34	None	
GI	seq_32;seq_83	0.0000	4.95e-02	688	1680	993	688	1680	993	688	1680	993	160	0	34	None	
GI	seq_43;seq_71	0.0000	4.97e-02	940	1680	741	940	1680	741	940	1680	741	116	0	47	None	
GI	seq_54;seq_88	0.0002	5.20e-02	689	1644	956	689	1644	956	689	1644	956	155	0	35	None	
GI	seq_17;seq_71	0.0002	5.44e-02	689	1680	992	689	1680	992	689	1680	992	159	0	34	None	
GI	seq_11;seq_14	0.0003	5.57e-02	690	1453	764	690	1453	764	690	1453	764	123	0	44	None	
GI	seq_21;seq_88	0.0003	5.74e-02	689	1550	862	689	1550	862	689	1550	862	142	0	38	None	
GI	seq_11;seq_17	0.0003	5.98e-02	690	1680	991	690	1680	991	690	1680	991	158	0	34	None	
GI	seq_11;seq_58	0.0003	5.98e-02	690	1680	991	690	1680	991	690	1680	991	158	0	34	None	
GI	seq_4;seq_11	0.0007	7.57e-02	690	1620	931	690	1620	931	690	1620	931	147	0	36	None	
GI	seq_17;seq_32	0.0007	7.64e-02	688	1680	993	688	1680	993	688	1680	993	160	0	33	None	
GI	seq_58;seq_83	0.0007	7.64e-02	688	1680	993	688	1680	993	688	1680	993	160	0	33	None	
GI	seq_4;seq_83	0.0007	7.66e-02	686	1620	935	686	1620	935	686	1620	935	151	0	35	None	
GI	seq_41;seq_71	0.0007	7.82e-02	848	1680	833	848	1680	833	848	1680	833	129	0	41	None	
GI	seq_14;seq_44	0.0007	7.86e-02	690	1453	764	690	1453	764	690	1453	764	123	0	43	None	
GI	seq_32;seq_88	0.0007	7.92e-02	689	1644	956	689	1644	956	689	1644	956	155	0	34	None	
