# Output of GENECONV for sequence file msa_m0.0010_rc0.0000010_n100_dual0.05_rep1.fasta
# GENECONV version 1.81a
# Command line:  GENECONV msa_m0.0010_rc0.0000010_n100_dual0.05_rep1.fasta
#   -inputpath=/shared/homes/13444841/rec-bench/out/santa/n100/
#   msa_m0.0010_rc0.0000010_n100_dual0.05_rep1.fasta -nolog -Dumptab
#   -Fancy

# msa_m0.0010_rc0.0000010_n100_dual0.05_rep1.fasta (in default directory): 100 sequences.

"# Options and features: 100 DNA sequences, 1680 aligned bases,"
"#   369 polymorphisms, FASTA format, mismatches in fragments not allowed,"
"#   no groups defined, maxSimPairPval=0.05, maxSimGlobPval=0.05,"
"#   no maxKAPairPval limits, no maxKAGlobPval limits,"
"#   simPvals based on 10,000 permutations,"
"#   global P-values based on BLAST-like global scores,"
"#   fragment limits: minlength=1, minnpolys=2, minscore=2,"
"#   no pairwise fragment lists, starting seed=2089629086,"
"#   contiguous sites with indels are one polymorphism, no indel blocks,"
#   no match (replacement) char in source file.
# Sequence names:  seq_1  seq_2  seq_3  seq_4  seq_5  seq_6  seq_7  seq_8
#   seq_9  seq_10  seq_11  seq_12  seq_13  seq_14  seq_15  seq_16  seq_17
#   seq_18  seq_19  seq_20  seq_21  seq_22  seq_23  seq_24  seq_25  seq_26
#   seq_27  seq_28  seq_29  seq_30  seq_31  seq_32  seq_33  seq_34  seq_35
#   seq_36  seq_37  seq_38  seq_39  seq_40  seq_41  seq_42  seq_43  seq_44
#   seq_45  seq_46  seq_47  seq_48  seq_49  seq_50  seq_51  seq_52  seq_53
#   seq_54  seq_55  seq_56  seq_57  seq_58  seq_59  seq_60  seq_61  seq_62
#   seq_63  seq_64  seq_65  seq_66  seq_67  seq_68  seq_69  seq_70  seq_71
#   seq_72  seq_73  seq_74  seq_75  seq_76  seq_77  seq_78  seq_79  seq_80
#   seq_81  seq_82  seq_83  seq_84  seq_85  seq_86  seq_87  seq_88  seq_89
#   seq_90  seq_91  seq_92  seq_93  seq_94  seq_95  seq_96  seq_97  seq_98
#   seq_99  seq_100
# Paths for reading files: (Default directory)
#   /shared/homes/13444841/rec-bench/out/santa/n100

# No mismatches in fragments (`gscale'=0)
"# Nucleotide codes in data:  T(38,721)  C(50,572)  A(33,940)  G(44,767)"
#   CG/TCAG ratio: 56.75%
# No non-nucleotide characters in data.
# 369 polymorphic and 1311 monomorphic sites with no indels.
# No single polymorphic sites with indels.
# No indel blocks with more than one site.
# 369 polymorphisms to be permuted.
# 
# Comparisons without any fragments (NUCLEOTIDES):
#   seq_4 (outer sequence frags): No sites are unique.
#   seq_29 (outer sequence frags): No sites are unique.
#   seq_30 (outer sequence frags): No sites are unique.
#   seq_37 (outer sequence frags): No sites are unique.
#   seq_43 (outer sequence frags): No sites are unique.
#   seq_46 (outer sequence frags): No sites are unique.
#   seq_68 (outer sequence frags): No sites are unique.
#   seq_81 (outer sequence frags): No sites are unique.
# 
# The starting random number seed is  2089629086.
"# Simulated P-values are based on 10,000 permutations."
# Maximum BLAST-like scores:
# Inner	Global	Sim	S.D.s above	S.D. of	
#   frags	Score	P-value	sim. mean	sims	
# SCORE	 19.421	     0.0000	     11.74	     1.1299	
# OuterSeq
#   frags	  2.706	     0.6752	      0.06	     1.6728	

# Global lists: 979 I and no O significant fragments
# Pairwise lists: No fragments listed
"#  where I means inner pair, O is outer seq, A is outer pair, and"
#  G means outer group (fragments).
# Global P-values are based on BLAST-like global scores.

# Fragment offsets and lengths are in nucleotides.
# Bases other than `TCAGU' are treated as indels
#   for the purpose of generating polymorphisms.
# Bases other than `TCAGURYMWSKBDHVNX' are treated as indels
#   for the purpose of computing unaligned offsets.


"# Global inner fragments (369 polymorphisms, 1680 aligned bases):"
# (Inner fragments are runs of matching sites.)
# (Sim and BC KA P-values are corrected for multiple comparisons.)
# (Fragments are listed only if Sim P-value <= 0.05.)
# See earlier in the file for the full restrictions on fragments.

# NOTE: 3.14e-04 means 3.14 x 10^{-4} or 0.000314.
# BC KA means Bonferroni-corrected KA (BLAST-like) Pvalues.
# KA Pvalues are NOT corrected for multiple pairwise comparisons.
"# In the following table, BC Pvalues are KA Pvalues multiplied by 4950."
# Num Poly  is the number of polymorphic sites in the fragment.
# Num Dif   is the number of mismatches within the fragment.
# Tot Difs  is the total number of mismatches between two sequences.
# MisM Pen  is the penalty per mismatch for these two sequences.

# Frag	Sequence	Sim	BC KA		Aligned Offsets			In Seq1			In Seq2		Num	Num	Total	Mismatch	
#   type	Names	Pvalue	Pvalue	Begin	End	Length	Begin	End	Length	Begin	End	Length	Poly	Dif	Diffs	Penalty	
GI	seq_18;seq_43	0.0000	1.82e-05	690	1680	991	690	1680	991	690	1680	991	157	0	51	None	
GI	seq_4;seq_43	0.0000	2.53e-05	689	1680	992	689	1680	992	689	1680	992	158	0	50	None	
GI	seq_4;seq_94	0.0000	4.06e-05	689	1680	992	689	1680	992	689	1680	992	158	0	49	None	
GI	seq_4;seq_5	0.0000	1.66e-04	689	1680	992	689	1680	992	689	1680	992	158	0	46	None	
GI	seq_18;seq_94	0.0000	1.90e-04	690	1680	991	690	1680	991	690	1680	991	157	0	46	None	
GI	seq_18;seq_67	0.0000	1.97e-04	721	1582	862	721	1582	862	721	1582	862	141	0	51	None	
GI	seq_5;seq_11	0.0000	2.05e-04	687	1680	994	687	1680	994	687	1680	994	160	0	45	None	
GI	seq_43;seq_56	0.0000	2.62e-04	737	1680	944	737	1680	944	737	1680	944	148	0	48	None	
GI	seq_4;seq_67	0.0000	3.00e-04	721	1582	862	721	1582	862	721	1582	862	141	0	50	None	
GI	seq_43;seq_69	0.0000	3.47e-04	819	1680	862	819	1680	862	819	1680	862	140	0	50	None	
GI	seq_23;seq_43	0.0000	4.79e-04	690	1680	991	690	1680	991	690	1680	991	157	0	44	None	
GI	seq_43;seq_61	0.0000	5.05e-04	690	1507	818	690	1507	818	690	1507	818	132	0	52	None	
GI	seq_69;seq_92	0.0000	5.27e-04	819	1680	862	819	1680	862	819	1680	862	140	0	49	None	
GI	seq_18;seq_92	0.0000	5.52e-04	726	1680	955	726	1680	955	726	1680	955	149	0	46	None	
GI	seq_4;seq_100	0.0000	5.57e-04	850	1680	831	850	1680	831	850	1680	831	134	0	51	None	
GI	seq_39;seq_94	0.0000	5.57e-04	689	1512	824	689	1512	824	689	1512	824	134	0	51	None	
GI	seq_29;seq_94	0.0000	6.55e-04	685	1680	996	685	1680	996	685	1680	996	162	0	42	None	
GI	seq_4;seq_65	0.0000	6.70e-04	689	1680	992	689	1680	992	689	1680	992	158	0	43	None	
GI	seq_67;seq_69	0.0000	6.84e-04	819	1582	764	819	1582	764	819	1582	764	130	0	52	None	
GI	seq_4;seq_54	0.0000	7.20e-04	694	1583	890	694	1583	890	694	1583	890	147	0	46	None	
GI	seq_5;seq_18	0.0000	7.59e-04	690	1680	991	690	1680	991	690	1680	991	157	0	43	None	
GI	seq_23;seq_94	0.0000	7.59e-04	690	1680	991	690	1680	991	690	1680	991	157	0	43	None	
GI	seq_38;seq_69	0.0000	8.00e-04	819	1680	862	819	1680	862	819	1680	862	140	0	48	None	
GI	seq_5;seq_29	0.0000	8.34e-04	687	1680	994	687	1680	994	687	1680	994	160	0	42	None	
GI	seq_43;seq_52	0.0000	1.01e-03	690	1478	789	690	1478	789	690	1478	789	130	0	51	None	
GI	seq_11;seq_65	0.0000	1.05e-03	685	1680	996	685	1680	996	685	1680	996	162	0	41	None	
GI	seq_11;seq_94	0.0000	1.05e-03	685	1680	996	685	1680	996	685	1680	996	162	0	41	None	
GI	seq_56;seq_67	0.0000	1.06e-03	737	1582	846	737	1582	846	737	1582	846	138	0	48	None	
GI	seq_4;seq_11	0.0000	1.06e-03	689	1680	992	689	1680	992	689	1680	992	158	0	42	None	
GI	seq_18;seq_54	0.0000	1.11e-03	694	1583	890	694	1583	890	694	1583	890	147	0	45	None	
GI	seq_33;seq_61	0.0000	1.11e-03	690	1507	818	690	1507	818	690	1507	818	132	0	50	None	
GI	seq_69;seq_94	0.0000	1.21e-03	819	1680	862	819	1680	862	819	1680	862	140	0	47	None	
GI	seq_4;seq_33	0.0000	1.21e-03	689	1526	838	689	1526	838	689	1526	838	137	0	48	None	
GI	seq_69;seq_100	0.0000	1.24e-03	850	1680	831	850	1680	831	850	1680	831	134	0	49	None	
GI	seq_4;seq_39	0.0000	1.24e-03	689	1512	824	689	1512	824	689	1512	824	134	0	49	None	
GI	seq_61;seq_67	0.0000	1.26e-03	721	1507	787	721	1507	787	721	1507	787	126	0	52	None	
GI	seq_18;seq_38	0.0000	1.44e-03	782	1680	899	782	1680	899	782	1680	899	145	0	45	None	
GI	seq_23;seq_67	0.0000	1.60e-03	721	1582	862	721	1582	862	721	1582	862	141	0	46	None	
GI	seq_29;seq_65	0.0000	1.68e-03	685	1680	996	685	1680	996	685	1680	996	162	0	40	None	
GI	seq_4;seq_29	0.0000	1.68e-03	689	1680	992	689	1680	992	689	1680	992	158	0	41	None	
GI	seq_11;seq_69	0.0000	1.83e-03	819	1680	862	819	1680	862	819	1680	862	140	0	46	None	
GI	seq_67;seq_93	0.0000	1.83e-03	721	1580	860	721	1580	860	721	1580	860	140	0	46	None	
