mut,rec,seqLen,dualInf,rep,500,525,550,575,600,625,650,675,700,725,750,775,800,825,850,875,900,925,950,975,1000,1025,1050,1075,1100,1125,1150,1175
0.0010,0.0000010,2500,0.05,1.,3.8391887e-04,3.1018599e-02,9.9966979e-01,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,9.9999970e-01,8.7356883e-01,6.5223405e-05,4.5429643e-17,2.0039850e-21,6.9962648e-13
0.00010,1.0E-7,2500,0.05,1.,9.9503738e-01,9.9724074e-01,9.9702990e-01,9.9992842e-01,9.9991035e-01,9.9989023e-01,9.9972426e-01,9.9963721e-01,9.9966878e-01,9.9973940e-01,9.9980399e-01,9.9983711e-01,9.9989982e-01,9.9984959e-01,9.9993192e-01,9.9987393e-01,9.9994085e-01,9.9998312e-01,9.9999342e-01,9.9999765e-01,9.9999564e-01,9.9999261e-01,9.9999168e-01,9.9999170e-01,9.9997760e-01,9.9934069e-01,9.8502181e-01,8.3805461e-01
0.00010,1.0E-7,1000,0.05,3.,4.8085890e-01,1.7988445e-01,7.0462049e-01,5.3080378e-01,5.3080378e-01,5.3080378e-01,4.8961191e-01,4.5229223e-01,4.4441623e-01,5.1716656e-01,5.1716656e-01,5.1716656e-01,5.5431247e-01,4.8559161e-01,4.7352018e-01,4.7778883e-01,4.7778883e-01,4.8191104e-01,4.8192892e-01,4.8595506e-01,4.8595506e-01,4.8595506e-01,4.8595506e-01,4.8988837e-01,4.9373007e-01,7.2781155e-01,6.5102779e-01,6.2130941e-02
0.010,0.0000010,1000,0.05,2.,8.3848445e-02,2.0979991e-01,4.9127838e-01,5.6785591e-01,3.4186873e-01,4.6446312e-02,1.7143813e-02,6.2087482e-02,1.3239748e-01,5.8019307e-01,6.3973913e-01,4.2490134e-01,5.4170306e-01,5.7045564e-01,6.1037947e-01,4.7203112e-01,4.9552416e-01,1.1821156e-01,7.3349076e-02,2.3892549e-01,5.2413164e-01,3.8934078e-01,6.8340302e-01,6.3089692e-01,4.9297929e-01,7.7583659e-01,4.8664829e-01,7.4618291e-01
0.0010,0.0000010,1000,0.05,3.,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,9.9992003e-01,7.1504820e-02,5.5941642e-04
0.010,1.0E-7,100,0.05,1.,9.3013551e-01,8.2980687e-01,9.0806684e-01,7.7320740e-01,7.3754152e-01,7.4404135e-01,7.1910155e-01,8.1981548e-01,4.9916589e-01,3.3072999e-01,2.9486473e-01,2.5842399e-01,2.1415682e-01,3.8446452e-01,6.2774545e-01,6.8191202e-01,6.4627821e-01,4.2487289e-01,4.4263903e-01,4.5824051e-01,6.2011933e-01,4.1357262e-01,1.9331226e-01,3.7973886e-01,4.3593241e-01,6.9607893e-01,6.1356670e-01,7.9843708e-01
0.010,1.0E-7,2500,0.05,1.,9.1313971e-02,1.2949696e-02,9.7562001e-02,3.3540110e-01,7.8682006e-01,7.0693848e-01,8.0809673e-01,3.7052692e-01,6.1426597e-01,3.1800276e-01,8.8448392e-02,1.4412540e-01,2.9789843e-01,2.9197740e-01,5.5745264e-01,5.5678152e-01,4.2664985e-01,6.9576876e-01,3.5008693e-01,4.3183979e-01,8.8062577e-01,9.6199778e-01,8.6180492e-01,6.8477229e-01,1.0060890e-01,8.9306000e-03,2.6864259e-04,2.8152938e-01
0.00010,0.0000010,100,0.05,3.,8.9274513e-01,9.2728671e-01,9.8280658e-01,9.8317308e-01,9.8317308e-01,9.8317308e-01,9.8317308e-01,9.8317308e-01,9.8317308e-01,9.8317308e-01,9.8317308e-01,9.8317308e-01,9.8317308e-01,9.8317308e-01,9.8317308e-01,9.8317308e-01,9.8317308e-01,9.8317308e-01,9.8317308e-01,9.8317308e-01,9.8317308e-01,9.8317308e-01,9.8317308e-01,9.8317308e-01,9.8317308e-01,9.9526599e-01,9.6981421e-01,2.0710809e-01
0.0010,0.0000010,100,0.05,2.,8.7076439e-01,8.8372116e-01,7.8087076e-01,9.2933236e-01,9.3247075e-01,9.3394484e-01,9.3394484e-01,9.3628672e-01,9.7990809e-01,9.7990809e-01,9.7522537e-01,9.7522537e-01,9.6913044e-01,9.4396173e-01,9.3704871e-01,9.1150073e-01,8.9030596e-01,8.7624458e-01,8.1646082e-01,8.2043408e-01,8.2043408e-01,8.2043408e-01,7.3020084e-01,7.1713727e-01,6.9874742e-01,2.2475541e-01,4.6206174e-01,9.5639539e-01
0.010,1.0E-7,1000,0.05,3.,1.9008540e-02,7.9079290e-02,6.2153576e-01,8.3463283e-01,9.3359442e-01,9.3269535e-01,9.7135923e-01,9.7359201e-01,9.8004739e-01,9.6556087e-01,9.7028122e-01,9.9316715e-01,9.8683943e-01,9.6945990e-01,9.3697945e-01,9.0180224e-01,8.3449505e-01,9.6646273e-01,9.5025917e-01,9.7610268e-01,8.4685914e-01,9.8272207e-01,9.7144303e-01,9.6232261e-01,9.7716970e-01,9.0547133e-01,9.3491492e-01,8.3198112e-01
