500, 1.8328331e-30
525, 1.5757303e-15
550, 2.7800657e-01
575, 9.6223406e-01
600, 9.6779674e-01
625, 9.5975576e-01
650, 9.7543565e-01
675, 9.7265654e-01
700, 9.5992274e-01
725, 9.5557928e-01
750, 9.6347247e-01
775, 9.5619221e-01
800, 9.5073057e-01
825, 9.6207243e-01
850, 9.6533308e-01
875, 9.6732491e-01
900, 9.6247451e-01
925, 9.4058896e-01
950, 8.9559693e-01
975, 8.6035210e-01
1000, 8.4683147e-01
1025, 7.7002205e-01
1050, 7.7884576e-02
1075, 3.1480565e-10
1100, 0.0000000e+00
1125, 0.0000000e+00
1150, 0.0000000e+00
1175, 1.8565058e-31
