500, 0.0000000e+00
525, 1.4427806e-30
550, 9.7934068e-08
575, 2.1265999e-02
600, 1.9868866e-02
625, 1.2086638e-02
650, 1.8789880e-02
675, 1.7088855e-02
700, 1.3927652e-02
725, 9.9488142e-03
750, 7.5793353e-03
775, 6.7831028e-03
800, 1.2306219e-02
825, 1.6457210e-02
850, 2.1515366e-02
875, 1.6663779e-02
900, 1.0974170e-02
925, 1.4683594e-02
950, 8.3795054e-03
975, 4.4527696e-03
1000, 3.5770466e-03
1025, 2.4531186e-03
1050, 1.4295872e-07
1075, 1.3996474e-26
1100, 0.0000000e+00
1125, 0.0000000e+00
1150, 0.0000000e+00
1175, 1.1805556e-27
