500, 7.3539766e-03
525, 8.7948281e-02
550, 2.3044494e-01
575, 4.9761069e-01
600, 2.1566359e-01
625, 4.1372207e-02
650, 2.2875080e-01
675, 8.7021676e-01
700, 5.1206681e-01
725, 4.3688442e-01
750, 2.8159724e-01
775, 5.0048792e-01
800, 6.8623295e-01
825, 8.4225339e-01
850, 7.8126584e-01
875, 6.0797720e-01
900, 5.5431095e-01
925, 6.8776957e-01
950, 6.9234207e-01
975, 7.5561304e-01
1000, 5.3364743e-01
1025, 6.3879243e-01
1050, 7.1126175e-01
1075, 8.1059921e-01
1100, 5.8213190e-01
1125, 7.0553072e-01
1150, 6.3720230e-01
1175, 7.9051054e-01
