500, 6.9901816e-02
525, 1.7676319e-01
550, 6.7635366e-01
575, 8.8988452e-01
600, 8.6846570e-01
625, 8.1615054e-01
650, 8.3228924e-01
675, 9.0275867e-01
700, 9.8481756e-01
725, 7.9843223e-01
750, 5.3385845e-01
775, 4.9527111e-01
800, 9.4982523e-01
825, 9.2500876e-01
850, 9.3698730e-01
875, 9.4007771e-01
900, 8.9973881e-01
925, 8.7025869e-01
950, 9.1609163e-01
975, 8.8695502e-01
1000, 7.2799061e-01
1025, 4.6844215e-01
1050, 4.7375324e-01
1075, 1.2802461e-01
1100, 4.7575332e-02
1125, 6.4799564e-03
1150, 6.1902878e-02
1175, 1.0598996e-01
