500, 8.0510228e-01
525, 8.4218790e-01
550, 7.0601720e-01
575, 5.8765166e-01
600, 6.2370745e-01
625, 7.1505669e-01
650, 8.7362922e-01
675, 8.6601525e-01
700, 4.5467034e-01
725, 4.6495429e-01
750, 5.1883399e-01
775, 7.2611814e-01
800, 8.7337724e-01
825, 8.3400247e-01
850, 8.7156239e-01
875, 8.3206866e-01
900, 1.0322037e-01
925, 6.7304183e-02
950, 6.7298468e-02
975, 9.6445023e-02
1000, 1.6441380e-01
1025, 1.3003924e-01
1050, 5.0931762e-02
1075, 3.4992503e-02
1100, 7.9518514e-02
1125, 5.7944940e-02
1150, 1.5628448e-02
1175, 2.1909037e-02
