500, 1.0940860e-01
525, 6.1914763e-01
550, 8.0530497e-01
575, 5.1015390e-01
600, 2.1867306e-01
625, 1.4918360e-01
650, 9.5358443e-02
675, 2.8410183e-01
700, 2.5569472e-01
725, 3.2864151e-01
750, 4.8201895e-01
775, 6.3182932e-01
800, 7.4160808e-01
825, 7.1842643e-01
850, 7.7449249e-01
875, 9.2161193e-01
900, 8.9427147e-01
925, 5.8596149e-01
950, 6.1811232e-01
975, 7.2107121e-01
1000, 6.6894257e-01
1025, 5.1018541e-01
1050, 3.1419759e-01
1075, 4.5347369e-02
1100, 8.8077591e-05
1125, 1.0970162e-04
1150, 2.9575463e-03
1175, 1.3177647e-01
