500, 2.3972296e-02
525, 6.7837121e-02
550, 3.3471006e-02
575, 6.5682577e-03
600, 1.1850078e-02
625, 3.3724408e-02
650, 2.0440848e-01
675, 4.3598537e-01
700, 5.0539621e-01
725, 6.2850944e-01
750, 6.5344300e-01
775, 5.5790608e-01
800, 6.2623950e-01
825, 8.5176314e-01
850, 7.8960710e-01
875, 4.5804146e-01
900, 1.8879487e-01
925, 2.4367273e-01
950, 5.6390141e-01
975, 2.5867528e-01
1000, 5.5227182e-01
1025, 5.1591910e-01
1050, 4.2910941e-01
1075, 6.4814138e-01
1100, 2.8405012e-01
1125, 6.2784486e-02
1150, 9.8199715e-02
1175, 5.8824772e-02
