500, 9.4978835e-01
525, 9.4034432e-01
550, 8.0304317e-01
575, 8.6407619e-01
600, 8.5843449e-01
625, 8.5843449e-01
650, 8.8341170e-01
675, 8.8341170e-01
700, 8.5726156e-01
725, 8.5726156e-01
750, 8.5726156e-01
775, 8.6549943e-01
800, 8.5042954e-01
825, 8.4351138e-01
850, 8.4351138e-01
875, 8.3570087e-01
900, 8.3570087e-01
925, 8.3570087e-01
950, 8.1933150e-01
975, 8.1927557e-01
1000, 8.4468892e-01
1025, 8.4468892e-01
1050, 8.4468892e-01
1075, 8.1126698e-01
1100, 7.7365310e-01
1125, 6.7367078e-01
1150, 3.9541783e-01
1175, 1.2350422e-01
