500, 9.4000350e-01
525, 9.7607004e-01
550, 9.9876297e-01
575, 9.9990572e-01
600, 9.9987553e-01
625, 9.9919555e-01
650, 9.9989255e-01
675, 9.9907614e-01
700, 9.9961589e-01
725, 9.9961589e-01
750, 9.9962305e-01
775, 9.9994752e-01
800, 9.9957680e-01
825, 9.9997762e-01
850, 9.9998067e-01
875, 9.9998735e-01
900, 9.9981958e-01
925, 9.9984028e-01
950, 9.9982515e-01
975, 9.9984740e-01
1000, 9.9977742e-01
1025, 9.9959058e-01
1050, 9.9935242e-01
1075, 9.9958270e-01
1100, 9.9963503e-01
1125, 9.9991724e-01
1150, 9.9217644e-01
1175, 8.6252966e-01
