500, 6.8059556e-01
525, 3.0139869e-01
550, 2.1513926e-01
575, 2.4611718e-01
600, 2.3329539e-01
625, 3.0718197e-01
650, 2.5831963e-01
675, 8.3623251e-01
700, 8.5590743e-01
725, 9.5939275e-01
750, 9.6569255e-01
775, 9.7218726e-01
800, 9.7319980e-01
825, 9.7735400e-01
850, 9.7735400e-01
875, 9.7649801e-01
900, 9.7651253e-01
925, 9.7023771e-01
950, 9.7023771e-01
975, 9.8264851e-01
1000, 9.7975419e-01
1025, 9.6117925e-01
1050, 9.6117925e-01
1075, 9.7571284e-01
1100, 9.9228783e-01
1125, 9.7469981e-01
1150, 9.6868036e-01
1175, 9.9520952e-01
