500, 7.5796549e-04
525, 5.9067031e-03
550, 2.2517621e-02
575, 3.8363703e-01
600, 6.3085808e-01
625, 5.8015475e-01
650, 7.9190328e-01
675, 7.3338340e-01
700, 8.2396663e-01
725, 8.4062493e-01
750, 7.5748235e-01
775, 5.0524106e-01
800, 3.6490060e-01
825, 2.4675259e-01
850, 6.2721167e-01
875, 6.1469416e-01
900, 6.9156386e-01
925, 5.9252025e-01
950, 6.9256665e-01
975, 4.3410994e-01
1000, 4.1082622e-01
1025, 1.6563529e-01
1050, 7.9343706e-02
1075, 4.1481477e-01
1100, 3.3778282e-01
1125, 4.4858710e-01
1150, 2.5492801e-01
1175, 1.8245750e-01
