500, 1.9008540e-02
525, 7.9079290e-02
550, 6.2153576e-01
575, 8.3463283e-01
600, 9.3359442e-01
625, 9.3269535e-01
650, 9.7135923e-01
675, 9.7359201e-01
700, 9.8004739e-01
725, 9.6556087e-01
750, 9.7028122e-01
775, 9.9316715e-01
800, 9.8683943e-01
825, 9.6945990e-01
850, 9.3697945e-01
875, 9.0180224e-01
900, 8.3449505e-01
925, 9.6646273e-01
950, 9.5025917e-01
975, 9.7610268e-01
1000, 8.4685914e-01
1025, 9.8272207e-01
1050, 9.7144303e-01
1075, 9.6232261e-01
1100, 9.7716970e-01
1125, 9.0547133e-01
1150, 9.3491492e-01
1175, 8.3198112e-01
