500, 9.9887084e-01
525, 9.6098499e-01
550, 9.9990968e-01
575, 9.9999942e-01
600, 9.9999804e-01
625, 9.9999947e-01
650, 9.9999934e-01
675, 9.9999937e-01
700, 9.9999878e-01
725, 9.9999894e-01
750, 9.9999905e-01
775, 9.9999915e-01
800, 9.9999992e-01
825, 9.9999998e-01
850, 9.9999996e-01
875, 9.9999996e-01
900, 9.9999996e-01
925, 9.9999999e-01
950, 9.9999999e-01
975, 9.9999999e-01
1000, 1.0000000e+00
1025, 9.9999999e-01
1050, 9.9999998e-01
1075, 9.9998965e-01
1100, 9.9951417e-01
1125, 7.6232153e-01
1150, 2.0347755e-02
1175, 4.1778110e-03
