500, 9.9503738e-01
525, 9.9724074e-01
550, 9.9702990e-01
575, 9.9992842e-01
600, 9.9991035e-01
625, 9.9989023e-01
650, 9.9972426e-01
675, 9.9963721e-01
700, 9.9966878e-01
725, 9.9973940e-01
750, 9.9980399e-01
775, 9.9983711e-01
800, 9.9989982e-01
825, 9.9984959e-01
850, 9.9993192e-01
875, 9.9987393e-01
900, 9.9994085e-01
925, 9.9998312e-01
950, 9.9999342e-01
975, 9.9999765e-01
1000, 9.9999564e-01
1025, 9.9999261e-01
1050, 9.9999168e-01
1075, 9.9999170e-01
1100, 9.9997760e-01
1125, 9.9934069e-01
1150, 9.8502181e-01
1175, 8.3805461e-01
